"ID","AUTHOR","FILENAME","DATEEXECUTED","ORDEREXECUTED","EXECTYPE","MD5SUM","DESCRIPTION","COMMENTS","TAG","LIQUIBASE","CONTEXTS","LABELS"
"rebuild-str-fk-1074","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.513","1998","EXECUTED","7:ccb30d9d7ff6264fa7dea39642eaecb6","addForeignKeyConstraint baseTableName=CAT_CHARGE_TEMPLATE, constraintName=fk_CAT_CHARGE_TEMPLATE_RECOG_RULE, referencedTableName=AR_REVENUE_RECOG_RULE","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1075","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.538","2000","EXECUTED","7:254ff39ec0e375fae5011eb7f200817a","addForeignKeyConstraint baseTableName=ar_revenue_schedule, constraintName=fk_ar_revenue_schedule_provider, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1076","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.563","2002","EXECUTED","7:a26710f6f48b04249a7c7cef6beaa785","addForeignKeyConstraint baseTableName=ar_revenue_schedule, constraintName=fk_ar_revenue_schedule_charge, referencedTableName=billing_charge_instance","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1078","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.588","2004","EXECUTED","7:27f8a89d2acbc6202d921b2bd503186e","addForeignKeyConstraint baseTableName=MEVEO_MODULE, constraintName=fk_meveo_module_script_instance, referencedTableName=meveo_script_instance","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1079","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.607","2006","EXECUTED","7:02b8be7b7a50dcbc5b0549f8bd59d4b9","addForeignKeyConstraint baseTableName=crm_custom_action, constraintName=fk_crm_custom_action_crm_provider, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1080","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.626","2008","EXECUTED","7:cef701f574733d9dcbbcba4f03fd8a47","addForeignKeyConstraint baseTableName=crm_custom_action, constraintName=fk_creator_crm_custom_action_adm_user, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1081","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.645","2010","EXECUTED","7:b59340b02c8a3713de2850bc90612057","addForeignKeyConstraint baseTableName=crm_custom_action, constraintName=fk_updater_crm_custom_action_adm_user, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1082","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.664","2012","EXECUTED","7:a3297e1cf2a71d79aa8e3e6cd9ee6296","addForeignKeyConstraint baseTableName=crm_custom_action, constraintName=fk_cust_action_script_instance, referencedTableName=meveo_script_instance","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1083","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.682","2014","EXECUTED","7:60092a2aab98313706b29573bc105148","addForeignKeyConstraint baseTableName=billing_invoice_type, constraintName=fk_provider_id_billing_invoice_type, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1084","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.703","2016","EXECUTED","7:c6be549dd25100921471da9f4d198032","addForeignKeyConstraint baseTableName=billing_invoice_type, constraintName=fk_creator_id_billing_invoice_type, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1085","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.722","2018","EXECUTED","7:8fc2d4e62c1f81f486c3a028d2cdbbaf","addForeignKeyConstraint baseTableName=billing_invoice_type, constraintName=fk_updater_id_billing_invoice_type, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1086","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.741","2020","EXECUTED","7:cefc0bd61b83dc90f01b8479fd55bad8","addForeignKeyConstraint baseTableName=billing_invoice_type, constraintName=fk_occ_template_id_billing_invoice_type, referencedTableName=ar_occ_template","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1087","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.759","2022","EXECUTED","7:f0b52595577eb92d4d1f9c3b5eea377c","addForeignKeyConstraint baseTableName=billing_invoice_type_applies_to, constraintName=fk_invoice_type_appl_to_id_billing_invoice_type_applies_to, referencedTableName=billing_invoice_type","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1088","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.778","2024","EXECUTED","7:08da473fdff5f8c9dcd2ef6b3ba0dcc4","addForeignKeyConstraint baseTableName=billing_invoice_type_applies_to, constraintName=fk_applies_to_id_billing_invoice_type_applies_to, referencedTableName=billing_invoice_type","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1089","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.797","2026","EXECUTED","7:0d64a1c1ea68228459d8c4c4f69f8f38","addForeignKeyConstraint baseTableName=billing_invoice, constraintName=fk_invoice_type_id_billing_invoice, referencedTableName=billing_invoice_type","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1092","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.817","2028","EXECUTED","7:94d6f2712723b5ab95089a2e1c79c0b8","addForeignKeyConstraint baseTableName=billing_cycle, constraintName=fk_invoice_type_id_billing_cycle, referencedTableName=billing_invoice_type","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1093","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.837","2030","EXECUTED","7:ca92d980e6742e05d2a758d46269ce93","addForeignKeyConstraint baseTableName=billing_invoice_type, constraintName=fk_occ_templ_negative_id_billing_invoice_type, referencedTableName=ar_occ_template","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1094","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.856","2032","EXECUTED","7:145426d0886400a006dffafe81c25b24","addForeignKeyConstraint baseTableName=cat_triggered_edr, constraintName=fk_meveo_instance_id_com_meveo_instance, referencedTableName=com_meveo_instance","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1095","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.875","2034","EXECUTED","7:df9fc2dd826cdbce410b17f7478206c3","addForeignKeyConstraint baseTableName=billing_product_charge_inst, constraintName=fk_productci_prodins, referencedTableName=billing_product_instance","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1096","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.894","2036","EXECUTED","7:b37c97ced3050fa37c73fded6d103a14","addForeignKeyConstraint baseTableName=billing_product_charge_inst, constraintName=fk_productci_prodchrgtempl, referencedTableName=cat_product_charge_templ","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1097","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.913","2038","EXECUTED","7:686a6e47ccb46f306276bb6a0b36f8ba","addForeignKeyConstraint baseTableName=ord_order, constraintName=fk_ord_order_crm_provider, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1098","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.933","2040","EXECUTED","7:bef0894a72f4977bfc60a22db059200d","addForeignKeyConstraint baseTableName=ord_order, constraintName=fk_creator_ord_order_adm_user, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1099","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.952","2042","EXECUTED","7:c5e005788dc7f3a649e993533589cb86","addForeignKeyConstraint baseTableName=ord_order, constraintName=fk_updater_ord_order_adm_user, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1100","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.972","2044","EXECUTED","7:98639af7f6ee941b9c5efd70308b8136","addForeignKeyConstraint baseTableName=ord_order_item, constraintName=fk_ord_order_item_crm_provider, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1101","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:21.991","2046","EXECUTED","7:53f4ea4738f9fd911f941fd95048731a","addForeignKeyConstraint baseTableName=ord_order_item, constraintName=fk_ord_order_item_ord_order, referencedTableName=ord_order","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1102","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:22.011","2048","EXECUTED","7:da1555cb9a75c13e8f7bd40209608b6b","addForeignKeyConstraint baseTableName=ord_order_item, constraintName=fk_ord_order_item_user_account, referencedTableName=BILLING_USER_ACCOUNT","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1103","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:22.031","2050","EXECUTED","7:051e15683322b068f42d13f9b257d6f2","addForeignKeyConstraint baseTableName=ord_order_item, constraintName=fk_ord_order_item_subscription, referencedTableName=BILLING_SUBSCRIPTION","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1104","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:22.050","2052","EXECUTED","7:812b38ff9743be1bc1cd511b1e284d6d","addForeignKeyConstraint baseTableName=cat_digital_resource, constraintName=fk_cat_dig_res_crm_provider, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1105","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:22.070","2054","EXECUTED","7:25f3a3286b4dd645d8873884cbae0745","addForeignKeyConstraint baseTableName=cat_digital_resource, constraintName=fk_cat_dig_res_adm_user_c, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1106","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:22.089","2056","EXECUTED","7:7b124f0a3f5955c214173936562289e5","addForeignKeyConstraint baseTableName=cat_digital_resource, constraintName=fk_cat_dig_res_adm_user_u, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1107","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:22.109","2058","EXECUTED","7:423d8f315e0e6aeba352deaf46fa9be1","addForeignKeyConstraint baseTableName=cat_product_offer_digital_res, constraintName=fk_cat_product_offer_digital_res_l, referencedTableName=cat_offer_template","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1108","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:22.140","2060","EXECUTED","7:aa984888d70e819413ae21aed5fb6dfb","addForeignKeyConstraint baseTableName=cat_product_offer_digital_res, constraintName=fk_cat_product_offer_digital_res_r, referencedTableName=cat_digital_resource","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1109","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:22.184","2062","EXECUTED","7:c95f2660b564cb1cb7c067e55999382d","addForeignKeyConstraint baseTableName=cat_offer_template, constraintName=fk_cat_off_tpl_prod_chrg_tpl, referencedTableName=cat_product_charge_templ","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1110","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:22.221","2064","EXECUTED","7:9ce696257515a84b5b322d0e3dfaaf9f","addForeignKeyConstraint baseTableName=cat_offer_template, constraintName=fk_cat_off_tpl_buss_prod_mod, referencedTableName=cat_business_product_model","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1111","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:22.256","2066","EXECUTED","7:3deea3729cd85dfc559e5efc17a62d3b","addForeignKeyConstraint baseTableName=cat_offer_template, constraintName=fk_off_tpl_prodcal, referencedTableName=cat_calendar","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1112","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:22.284","2068","EXECUTED","7:a0e81232f0e194ea6bd6b485b8eac958","addForeignKeyConstraint baseTableName=cat_offer_product_template, constraintName=fk_cat_off_pro_tpl_offer_template, referencedTableName=cat_offer_template","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1113","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:22.312","2070","EXECUTED","7:fd2512cbf5223d506b999e0ef613823d","addForeignKeyConstraint baseTableName=cat_offer_product_template, constraintName=fk_cat_off_prod_tpl_off_tpl, referencedTableName=cat_offer_template","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1114","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:22.340","2072","EXECUTED","7:79d1e6a3c20e2cff06a390daaf0f8188","addForeignKeyConstraint baseTableName=cat_bundle_product_template, constraintName=fk_cat_bun_pro_tpl_prod_off_tpl, referencedTableName=cat_offer_template","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1115","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:22.368","2074","EXECUTED","7:255a50bfdf8cd3257f94317e100277e0","addForeignKeyConstraint baseTableName=cat_bundle_product_template, constraintName=fk_cat_bun_prod_tpl_prod_off_tpl, referencedTableName=cat_offer_template","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1116","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:22.395","2076","EXECUTED","7:3618bdbe3ff63b210ed18b24745a10c9","addForeignKeyConstraint baseTableName=billing_charge_instance, constraintName=fk_chrg_instance_ua, referencedTableName=billing_user_account","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1118","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:22.422","2078","EXECUTED","7:831e7c821c5553d063dd589cd46ca59e","addForeignKeyConstraint baseTableName=billing_product_instance, constraintName=fk_prod_inst_crm_provider, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1119","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:22.450","2080","EXECUTED","7:89dc4e48d3d79c67495bfd74c2616bec","addForeignKeyConstraint baseTableName=billing_product_instance, constraintName=fk_prod_inst_adm_user_c, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1120","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:22.477","2082","EXECUTED","7:72274a0b14d698ecb5a36346b99d702c","addForeignKeyConstraint baseTableName=billing_product_instance, constraintName=fk_prod_inst_adm_user_u, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1121","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:22.506","2084","EXECUTED","7:76b378be76140d3a1d6b9f69fa40978f","addForeignKeyConstraint baseTableName=billing_product_instance, constraintName=fk_productci_off_tpl, referencedTableName=cat_offer_template","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1122","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:22.534","2086","EXECUTED","7:aea0ef529a47a52cf7398a32564f230c","addForeignKeyConstraint baseTableName=billing_product_instance, constraintName=fk_prod_instance_ua, referencedTableName=billing_user_account","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1123","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:22.562","2088","EXECUTED","7:92d0777db3f60682f6f177e41c6f855b","addForeignKeyConstraint baseTableName=ORD_ITEM_PRD_INSTANCE, constraintName=fk_ord_item_prd_instance_order, referencedTableName=ord_order_item","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1124","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:22.591","2090","EXECUTED","7:d6a93fa858192c79a21504f2678ff6c7","addForeignKeyConstraint baseTableName=ORD_ITEM_PRD_INSTANCE, constraintName=fk_ord_item_prd_instance_prd_instance, referencedTableName=BILLING_PRODUCT_INSTANCE","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1125","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:22.618","2092","EXECUTED","7:152d8c1cc133947fa2df66bb7abe9ffa","addForeignKeyConstraint baseTableName=ORD_ITEM_OFFERINGS, constraintName=fk_ord_item_offerings_order, referencedTableName=ord_order_item","","","3.5.3","()","","5471747248"
"rebuild-str-fk-1126","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:22.646","2094","EXECUTED","7:eb988d96f31aba570b093b862dcc625a","addForeignKeyConstraint baseTableName=ORD_ITEM_OFFERINGS, constraintName=fk_ord_item_offerings_prd_offering, referencedTableName=CAT_OFFER_TEMPLATE","","","3.5.3","()","","5471747248"
