"ID","AUTHOR","FILENAME","DATEEXECUTED","ORDEREXECUTED","EXECTYPE","MD5SUM","DESCRIPTION","COMMENTS","TAG","LIQUIBASE","CONTEXTS","LABELS"
"rebuild-str-fk-639","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:13.819","1224","EXECUTED","7:0a82ab7c9b3a7a04fa96a49c1fbf7e46","addForeignKeyConstraint baseTableName=ar_action_dunning, constraintName=fk_a3gnkvsj6gtxy6c7lskn1gb1l, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-640","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:13.834","1226","EXECUTED","7:4fc110ee607a20194b008d1c6348ee69","addForeignKeyConstraint baseTableName=billing_tax_language, constraintName=fk_a41c18k21jxwnxvu0dhs9bxgl, referencedTableName=billing_trading_language","","","3.5.3","()","","5471747248"
"rebuild-str-fk-641","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:13.849","1228","EXECUTED","7:bbba34aec9ee8aa789b9bbf5c4da7d8d","addForeignKeyConstraint baseTableName=cat_serv_sub_wallet_template, constraintName=fk_a6swrmjyqqabj90t321vhonyf, referencedTableName=cat_serv_sub_charge_template","","","3.5.3","()","","5471747248"
"rebuild-str-fk-642","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:13.865","1230","EXECUTED","7:78d82ef7b71bc150d6ea6225a103a235","addForeignKeyConstraint baseTableName=ar_customer_account, constraintName=fk_aaptbcu3lj7b87m97em457i3w, referencedTableName=crm_customer","","","3.5.3","()","","5471747248"
"rebuild-str-fk-643","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:13.880","1232","EXECUTED","7:10b12de04cd97e84ff1e154f31f80abe","addForeignKeyConstraint baseTableName=crm_customer_brand, constraintName=fk_abivychdgrvsbqtno27lad7tg, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-644","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:13.896","1234","EXECUTED","7:eaac804d339ae9c20d0e521128b5b727","addForeignKeyConstraint baseTableName=adm_user_role, constraintName=fk_adtro5wh9g4byvy0pxpwwboxq, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-645","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:13.915","1236","EXECUTED","7:1c3b27f2f25746d9d4f64fb378919e83","addForeignKeyConstraint baseTableName=ar_due_date, constraintName=fk_af688l3utl9o1fvx7kos5urr5, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-646","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:13.943","1238","EXECUTED","7:ac53b56ba455a1853e540c2abe41793e","addForeignKeyConstraint baseTableName=billing_counter_period, constraintName=fk_ah6awbukub9hunnmg30i5qgfd, referencedTableName=billing_counter","","","3.5.3","()","","5471747248"
"rebuild-str-fk-647","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:13.966","1240","EXECUTED","7:10c241b2629261fd3d674620e7eeec57","addForeignKeyConstraint baseTableName=cat_recurring_charge_templ, constraintName=fk_ailcl9mls5y7bjr9yur52767h, referencedTableName=cat_calendar","","","3.5.3","()","","5471747248"
"rebuild-str-fk-648","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:13.988","1242","EXECUTED","7:107d1c9427c0297b41cb4989bf30fd58","addForeignKeyConstraint baseTableName=billing_wallet_operation, constraintName=fk_al11xatifvf5ac11ofal4wyhy, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-649","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.008","1244","EXECUTED","7:1de6958d76465e4f255a3255410d4788","addForeignKeyConstraint baseTableName=billing_user_account, constraintName=fk_alpl7r5p2nm43w0ro26ckcqnb, referencedTableName=account_entity","","","3.5.3","()","","5471747248"
"rebuild-str-fk-650","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.026","1246","EXECUTED","7:3ce0797f2646115eb67d317e4d5d5481","addForeignKeyConstraint baseTableName=com_sender_config, constraintName=fk_ambat9qr61gg5bmaqkv8kfmew, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-651","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.043","1248","EXECUTED","7:87435ad71777d073112177c02039f4cb","addForeignKeyConstraint baseTableName=billing_rated_transaction, constraintName=fk_amwacie0nqfumpd1sc7y9nv0p, referencedTableName=billing_invoice_agregate","","","3.5.3","()","","5471747248"
"rebuild-str-fk-652","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.059","1250","EXECUTED","7:fe56e90355ade45e4130e225949cb7ac","addForeignKeyConstraint baseTableName=billing_rated_transaction, constraintName=fk_anslvrbm465ossqx8surjyu22, referencedTableName=billing_wallet","","","3.5.3","()","","5471747248"
"rebuild-str-fk-654","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.075","1252","EXECUTED","7:832e0814ea8dd4525325fd680874646f","addForeignKeyConstraint baseTableName=billing_discount_language, constraintName=fk_ath36sr0ck77jhr68mm1w10dg, referencedTableName=billing_trading_language","","","3.5.3","()","","5471747248"
"rebuild-str-fk-655","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.090","1254","EXECUTED","7:98b0981d711d22fa9acc175551319988","addForeignKeyConstraint baseTableName=billing_wallet_operation, constraintName=fk_awekpkm39bhaqrf2k2gwvd4p5, referencedTableName=billing_service_instance","","","3.5.3","()","","5471747248"
"rebuild-str-fk-656","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.105","1256","EXECUTED","7:5cdcd1b6c96ba203df160ff40332eb9e","addForeignKeyConstraint baseTableName=billing_rated_transaction, constraintName=fk_b8nvi521ipiaus8083hsbifva, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-657","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.121","1258","EXECUTED","7:eb0680b09a69f8426407c082ee854724","addForeignKeyConstraint baseTableName=billing_billing_run_list, constraintName=fk_babrphkf8vkq2edwq5td3pjwv, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-658","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.137","1260","EXECUTED","7:aa6e0e76bc97192d6780aca8307f397c","addForeignKeyConstraint baseTableName=billing_rated_transaction, constraintName=fk_bbnhg8vn7jkttghphr65iwug5, referencedTableName=billing_billing_account","","","3.5.3","()","","5471747248"
"rebuild-str-fk-659","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.152","1262","EXECUTED","7:8431d4ede1b62879fb53549b3077958b","addForeignKeyConstraint baseTableName=adm_title, constraintName=fk_bg97w1pontubp2mgdy6jv11gs, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-660","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.168","1264","EXECUTED","7:204f15594021aeff1b34a307975b81fa","addForeignKeyConstraint baseTableName=cat_calendar, constraintName=fk_bg9hy6b76ecf6of4e5rvc1mi7, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-662","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.184","1266","EXECUTED","7:d98ae002e2589804f0bedc0f82260719","addForeignKeyConstraint baseTableName=billing_invoice, constraintName=fk_bo8b1b4gdnqloyib62h1qfwq2, referencedTableName=billing_trading_country","","","3.5.3","()","","5471747248"
"rebuild-str-fk-663","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.201","1268","EXECUTED","7:8741fce093e67b79241c08cf65e27a55","addForeignKeyConstraint baseTableName=billing_tax, constraintName=fk_bp3d4juc8l63kgkv0qevilcl7, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-664","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.221","1270","EXECUTED","7:8ccff3906a8d21e9fb0835566274ca57","addForeignKeyConstraint baseTableName=ar_action_dunning, constraintName=fk_bqvc94w3y6lx7u0tc0jfsfwt7, referencedTableName=ar_customer_account","","","3.5.3","()","","5471747248"
"rebuild-str-fk-665","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.240","1272","EXECUTED","7:f5d7e34aea433141c335347dded5fa50","addForeignKeyConstraint baseTableName=cat_wallet_template, constraintName=fk_bvkrhm9jcmsiw6hsauwlc0ep, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-667","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.259","1274","EXECUTED","7:8efe86e1859bef1a6de6b52a16a836aa","addForeignKeyConstraint baseTableName=cat_calendar_hours, constraintName=fk_bw7sxqdsqtsddknk0qqdc91j9, referencedTableName=cat_calendar","","","3.5.3","()","","5471747248"
"rebuild-str-fk-668","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.286","1276","EXECUTED","7:7a19cf821d22f6ce2a9175bcc3e33220","addForeignKeyConstraint baseTableName=cat_charge_template, constraintName=fk_bx14nmt097xwh4m828lwboqs0, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-669","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.319","1278","EXECUTED","7:daff4bdb6b95027e4c9808165384fc12","addForeignKeyConstraint baseTableName=ar_account_operation, constraintName=fk_bxw1h5frl5vt3fmi1qi2ogkra, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-670","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.348","1280","EXECUTED","7:9a00781e993659f86648b6eecf0a1d6e","addForeignKeyConstraint baseTableName=billing_inv_sub_cat_country, constraintName=fk_byc9eq9pfulp826h4ch4ti5o2, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-671","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.375","1282","EXECUTED","7:0dd03cfffc029809184e9dd0b9992f7e","addForeignKeyConstraint baseTableName=account_entity, constraintName=fk_byn1d3wfxr5ffw85sgkfdmxg0, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-672","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.400","1284","EXECUTED","7:40891f848e1391bd64e551caa32884cc","addForeignKeyConstraint baseTableName=billing_one_shot_charge_inst, constraintName=fk_c1v9rho8f7dl45kbmexjh0fkf, referencedTableName=billing_service_instance","","","3.5.3","()","","5471747248"
"rebuild-str-fk-673","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.422","1286","EXECUTED","7:3f54ee9fa25bbe70bc2b4c39296987cf","addForeignKeyConstraint baseTableName=cat_discount_plan_item, constraintName=fk_c8jrrvbxq6974yskydgo0wkn2, referencedTableName=billing_invoice_sub_cat","","","3.5.3","()","","5471747248"
"rebuild-str-fk-674","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.442","1288","EXECUTED","7:720f092d43399c29a70d65cbbdc508b6","addForeignKeyConstraint baseTableName=billing_invoice_agregate, constraintName=fk_c91o61obn07uoo459jxwhfdiq, referencedTableName=billing_trading_language","","","3.5.3","()","","5471747248"
"rebuild-str-fk-675","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.462","1290","EXECUTED","7:030dd4e0b57c63ba1213d6d430e34a98","addForeignKeyConstraint baseTableName=billing_wallet, constraintName=fk_c9nba6gws3ooqqqdlc07uqiha, referencedTableName=cat_wallet_template","","","3.5.3","()","","5471747248"
"rebuild-str-fk-676","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.482","1292","EXECUTED","7:d3f3bd52e051ceb65707b87a947e561d","addForeignKeyConstraint baseTableName=billing_recurring_charge_inst, constraintName=fk_c9rnk3vjujvmqe8j13yxoq70g, referencedTableName=billing_charge_instance","","","3.5.3","()","","5471747248"
"rebuild-str-fk-677","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.502","1294","EXECUTED","7:3e9c08435cb34c87fabeaa97de06554d","addForeignKeyConstraint baseTableName=billing_service_instance, constraintName=fk_caafr2v98pc78pkpp214twojx, referencedTableName=cat_service_template","","","3.5.3","()","","5471747248"
"rebuild-str-fk-678","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.522","1296","EXECUTED","7:b653ab0a82fddc2b0e8dad3f9bf8d669","addForeignKeyConstraint baseTableName=billing_reservation, constraintName=fk_cau8elf0u0q5vi6voqv07rx8p, referencedTableName=billing_wallet","","","3.5.3","()","","5471747248"
"rebuild-str-fk-679","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.542","1298","EXECUTED","7:7364ab1490f871c35c242e8131ab8b5b","addForeignKeyConstraint baseTableName=adm_user, constraintName=fk_cbx1f2d0viwhv1qiv9pedwlo4, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-680","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.562","1300","EXECUTED","7:1ddf087a67119ac3aa1f5ee48a21aef0","addForeignKeyConstraint baseTableName=billing_invoice_cat, constraintName=fk_ccshf0luwkuq22732w0pladft, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-681","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.582","1302","EXECUTED","7:857a83163b428d49504fd7a26ab90a86","addForeignKeyConstraint baseTableName=bi_report, constraintName=fk_cdwt8x25xs7f52wcg884gkbrq, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-682","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.602","1304","EXECUTED","7:a6508f4d85fff7be18a9c423d84947ca","addForeignKeyConstraint baseTableName=adm_inbound_req_cookies, constraintName=fk_cfd55de59w792gxpcd478ujfq, referencedTableName=adm_inbound_request","","","3.5.3","()","","5471747248"
"rebuild-str-fk-683","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.624","1306","EXECUTED","7:4d0762058fe6618b82c2c77f6920daa3","addForeignKeyConstraint baseTableName=cat_discount_plan_item, constraintName=fk_cg433klrqpx6satsoe2f1wmkk, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-684","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.641","1308","EXECUTED","7:30a11fcb2ad8d74b63196aac35a31b62","addForeignKeyConstraint baseTableName=billing_service_instance, constraintName=fk_cjdtigou2dhmp30e1je4l4la3, referencedTableName=billing_subscription","","","3.5.3","()","","5471747248"
"rebuild-str-fk-685","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.657","1310","EXECUTED","7:f4f790347a024cab5b60d8aaa6b160d4","addForeignKeyConstraint baseTableName=crm_seller, constraintName=fk_clryk9sfqcnt5m298cpbfvnm9, referencedTableName=crm_seller","","","3.5.3","()","","5471747248"
"rebuild-str-fk-686","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.673","1312","EXECUTED","7:772433824b5579ecc62d72746f82cfb6","addForeignKeyConstraint baseTableName=ar_occ_template, constraintName=fk_cmfgcbtclc52jbrbgnpjfh8f9, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-687","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.690","1314","EXECUTED","7:822008e78c9ebe6ac1f57bb7cc6a1655","addForeignKeyConstraint baseTableName=billing_service_instance, constraintName=fk_ctwb65gvm9ywajg9pim86cqut, referencedTableName=billing_subscrip_termin_reason","","","3.5.3","()","","5471747248"
"rebuild-str-fk-688","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.706","1316","EXECUTED","7:68dd9cf17afaccf18a49b0e1ab3078fe","addForeignKeyConstraint baseTableName=ar_matching_amount, constraintName=fk_cu498mnf6yyyhmhy3ftckk8gp, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-689","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.722","1318","EXECUTED","7:3b1329dfcc854b245ec3ef389b10693d","addForeignKeyConstraint baseTableName=billing_billing_run, constraintName=fk_d11gp20bp5v2uwmyl4ugxst5n, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-690","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.739","1320","EXECUTED","7:c9043a5b0e028250a2dc43b838fbab5b","addForeignKeyConstraint baseTableName=billing_subscription, constraintName=fk_d4iavkklx1qg1ani36hpg3o3i, referencedTableName=billing_user_account","","","3.5.3","()","","5471747248"
"rebuild-str-fk-691","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.755","1322","EXECUTED","7:df9ce892fa9fa34811325df533744b75","addForeignKeyConstraint baseTableName=ar_ddrequest_lot_op, constraintName=fk_d8r6dtpcm7w30kybx2p25fnq9, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-692","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.772","1324","EXECUTED","7:953b8f7232a66730136146d28773a835","addForeignKeyConstraint baseTableName=adm_notif_im_user, constraintName=fk_damvosa961a8nk1d0sxq9eft3, referencedTableName=adm_notif_im","","","3.5.3","()","","5471747248"
"rebuild-str-fk-693","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.788","1326","EXECUTED","7:6b115a097c48eed497aba8395e715422","addForeignKeyConstraint baseTableName=cat_counter_template, constraintName=fk_db0agy1pteutwwsb61imqu8f6, referencedTableName=cat_calendar","","","3.5.3","()","","5471747248"
"rebuild-str-fk-694","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.805","1328","EXECUTED","7:ff5b2e0a2ab4d6130de98a3ed07d5d36","addForeignKeyConstraint baseTableName=dwh_chart_bar, constraintName=fk_deinn6saryvr8li5c8vjoga6a, referencedTableName=dwh_chart","","","3.5.3","()","","5471747248"
"rebuild-str-fk-695","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.821","1330","EXECUTED","7:4aefa348fbe9247b878f61d43e0e0775","addForeignKeyConstraint baseTableName=cat_counter_template, constraintName=fk_dfxxlidnbg7cw4yhyehng36fn, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-697","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.838","1332","EXECUTED","7:a16ef34138cf80b79f2de06bcecde637","addForeignKeyConstraint baseTableName=billing_counter, constraintName=fk_dib3rxgvvt103aafrarq80wuy, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-698","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.854","1334","EXECUTED","7:08730448609086b2c18e1512f33770f0","addForeignKeyConstraint baseTableName=adm_inbound_req_params, constraintName=fk_djmbjb6ja9fapeadjyj395020, referencedTableName=adm_inbound_request","","","3.5.3","()","","5471747248"
"rebuild-str-fk-699","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.871","1336","EXECUTED","7:741958ded66010406270694ad47f8465","addForeignKeyConstraint baseTableName=cat_serv_usage_wallet_template, constraintName=fk_djsiyqv4nss0aba3dfvxlo0g9, referencedTableName=cat_wallet_template","","","3.5.3","()","","5471747248"
"rebuild-str-fk-700","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.888","1338","EXECUTED","7:090f09847367e0305fea65bf681ca1d6","addForeignKeyConstraint baseTableName=crm_custom_field_tmpl_val, constraintName=fk_dsb0t79daf6j4gecorhl833tf, referencedTableName=crm_custom_field_tmpl","","","3.5.3","()","","5471747248"
"rebuild-str-fk-701","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.904","1340","EXECUTED","7:f3c87ec2676f9eb9e46996e37d2f4def","addForeignKeyConstraint baseTableName=adm_language, constraintName=fk_dvk7rbpf3347wirg3u8h9mn5l, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-702","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.921","1342","EXECUTED","7:dd59d486cd590813e71d9b765fdeaac4","addForeignKeyConstraint baseTableName=billing_charge_instance, constraintName=fk_dwdlb9d5mlvdddm3yowwa9uem, referencedTableName=billing_subscription","","","3.5.3","()","","5471747248"
"rebuild-str-fk-703","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.938","1344","EXECUTED","7:cde78f0b8933736e062db01d946381e2","addForeignKeyConstraint baseTableName=adm_inbound_request, constraintName=fk_dxdygxy5w3oua5y50su98e0ws, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-704","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.954","1346","EXECUTED","7:de7ea42cbb84c50e82c1b098780b6aae","addForeignKeyConstraint baseTableName=cat_one_shot_charge_templ, constraintName=fk_dxw2t89vfs4mw507qf7f0grh2, referencedTableName=cat_charge_template","","","3.5.3","()","","5471747248"
"rebuild-str-fk-705","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.971","1348","EXECUTED","7:bfbb3022d841e2c6b51a13cbbd041b10","addForeignKeyConstraint baseTableName=com_contact_com_message, constraintName=fk_e1trke21afbfr3v8wqnsks2is, referencedTableName=com_message","","","3.5.3","()","","5471747248"
"rebuild-str-fk-706","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:14.988","1350","EXECUTED","7:181d0c183cbe0237529e992fa002610b","addForeignKeyConstraint baseTableName=ar_dunning_lot, constraintName=fk_e5cqbbvuoimrty1twtlkyp8w9, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
"rebuild-str-fk-707","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.004","1352","EXECUTED","7:f3af6bc56868034681b33aa593bdbb5a","addForeignKeyConstraint baseTableName=bi_report_emails, constraintName=fk_e5pijp4pbuitmvarlbblnyula, referencedTableName=crm_email","","","3.5.3","()","","5471747248"
"rebuild-str-fk-708","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.021","1354","EXECUTED","7:4855ecf5cfa85e48cd66c90886fcca87","addForeignKeyConstraint baseTableName=billing_invoice, constraintName=fk_e6lpg28vestq5376ftwurc3dq, referencedTableName=billing_trading_language","","","3.5.3","()","","5471747248"
"rebuild-str-fk-710","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.038","1356","EXECUTED","7:fcc7e0de169ae35d79be0ec21d353f2c","addForeignKeyConstraint baseTableName=billing_one_shot_charge_inst, constraintName=fk_eht7f5na7vthrcu8pdbhwn4hi, referencedTableName=billing_service_instance","","","3.5.3","()","","5471747248"
"rebuild-str-fk-711","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.054","1358","EXECUTED","7:3bac1926357eac75aa6546c59e7d8a5d","addForeignKeyConstraint baseTableName=crm_customer_category, constraintName=fk_emevl506jjp026dl3c4f1se1t, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-712","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.070","1360","EXECUTED","7:6cf5d5436e3c527847dd686e2de6a40b","addForeignKeyConstraint baseTableName=billing_billing_run_list, constraintName=fk_enol93c3egcl0hf5uhrvd8n85, referencedTableName=billing_billing_account","","","3.5.3","()","","5471747248"
"rebuild-str-fk-713","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.082","1362","EXECUTED","7:25fea6e6ed1489d0d450fd26cce54f72","addForeignKeyConstraint baseTableName=dwh_chart_line, constraintName=fk_ertp1u2by6dldfhs76wcivhty, referencedTableName=dwh_chart","","","3.5.3","()","","5471747248"
"rebuild-str-fk-714","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.095","1364","EXECUTED","7:31459d157529d2ec393a8f24ba0636ca","addForeignKeyConstraint baseTableName=billing_chrginst_wallet, constraintName=fk_espkcwuorhst9youte9r59vfq, referencedTableName=billing_charge_instance","","","3.5.3","()","","5471747248"
"rebuild-str-fk-716","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.107","1366","EXECUTED","7:cdbd665cf005b7dafe4bc4777d90eaa8","addForeignKeyConstraint baseTableName=billing_rated_transaction, constraintName=fk_eucl7of9ovyut1c4r2jkf01u6, referencedTableName=cat_price_plan_matrix","","","3.5.3","()","","5471747248"
"rebuild-str-fk-717","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.119","1368","EXECUTED","7:9d316d82a37423db5a49e47fd43e4593","addForeignKeyConstraint baseTableName=ar_dunning_lot, constraintName=fk_ewlq5bjexvelbh4x0ag85n5v, referencedTableName=adm_user","","","3.5.3","()","","5471747248"
"rebuild-str-fk-718","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.132","1370","EXECUTED","7:444db77f238c04d1c58652dfe2477a46","addForeignKeyConstraint baseTableName=cat_serv_rec_charge_template, constraintName=fk_exhkf6tlyfmkjik41o7pdaklk, referencedTableName=cat_service_template","","","3.5.3","()","","5471747248"
"rebuild-str-fk-719","AndriusKarpavicius","src/main/db_resources/changelog/rebuild/structure.xml","2017-05-22T18:49:15.144","1372","EXECUTED","7:af35bb8f6343a4a49c702b5a657f7b73","addForeignKeyConstraint baseTableName=cat_serv_sub_charge_template, constraintName=fk_f0lry27u1vwtx7ryakn7sw9cc, referencedTableName=crm_provider","","","3.5.3","()","","5471747248"
